ID,Date,Admin1GeoBID,Admin1GeoBType,Admin1GeoBName,Admin1CASTName,CountryName,CountryIso,ACLED_TotalEvents,ACLED_Protests,ACLED_Riots,ACLED_ErV,ACLED_StrDev,ACLED_VaC,ACLED_Battles,ACLED_Fatalities,UCDP_Fatalities,ConflictIntensity,Description,CreatedBy,CreatedOn
13254,202312,17685810B81741200709170,ADM1,East Azerbaijan,East Azerbaijan,Iran,IRN,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00019932230416583617,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13233,202312,17685810B1706611058442,ADM1,Qom,Qom,Iran,IRN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.372112628561794e-05,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13234,202312,17685810B18940918043543,ADM1,Yazd,Yazd,Iran,IRN,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.000527068744823432,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13235,202312,17685810B20487167396081,ADM1,Isfahan,Isfahan,Iran,IRN,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0006006006006006006,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13236,202312,17685810B23440170667410,ADM1,West Azerbaijan,West Azerbaijan,Iran,IRN,20.0,6.0,0.0,14.0,0.0,0.0,0.0,3.0,,0.0005954862144941345,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13237,202312,17685810B3064942505232,ADM1,Kurdistan,Kurdistan,Iran,IRN,17.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0005737621924465895,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13238,202312,17685810B30738859401369,ADM1,Fars,Fars,Iran,IRN,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.00043798817431929337,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13239,202312,17685810B38369866596405,ADM1,Zanjan,Zanjan,Iran,IRN,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00016934801016088062,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13240,202312,17685810B43663780619119,ADM1,Semnan,Semnan,Iran,IRN,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001112357798079868,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13241,202312,17685810B5034457967489,ADM1,South Khorasan,South Khorasan,Iran,IRN,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0001661019201381968,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13242,202312,17685810B50760377364469,ADM1,Tehran,Tehran,Iran,IRN,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0011435738527371994,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13243,202312,17685810B57153227405324,ADM1,Alborz,Alborz,Iran,IRN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.1915233140778095e-05,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13244,202312,17685810B58703616021829,ADM1,North Khorasan,North Khorasan,Iran,IRN,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00014645577035735208,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13245,202312,17685810B60472007491578,ADM1,Hamadan,Hamadan,Iran,IRN,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00030990668365414413,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13246,202312,17685810B6126582797818,ADM1,Chaharmahal and Bakhtiari,Chaharmahal and Bakhtiari,Iran,IRN,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00013488450514247176,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13247,202312,17685810B64585898126645,ADM1,Qazvin,Qazvin,Iran,IRN,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00033882990738649197,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13248,202312,17685810B64963005891064,ADM1,Hormozgan,Hormozgan,Iran,IRN,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.000487987987987988,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13249,202312,17685810B65996934059620,ADM1,Sistan and Baluchestan,Sistan and Baluchestan,Iran,IRN,21.0,7.0,0.0,1.0,8.0,2.0,3.0,27.0,13.0,0.0006293326598029501,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13250,202312,17685810B67379877863322,ADM1,Markazi,Markazi,Iran,IRN,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00047251004083836783,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13255,202312,17685810B83340129779815,ADM1,Bushehr,Bushehr,Iran,IRN,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0006640106241699867,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13256,202312,17685810B84447356108506,ADM1,Gilan,Gilan,Iran,IRN,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00028723709826700285,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13257,202312,17685810B90334917415902,ADM1,Kermanshah,Kermanshah,Iran,IRN,17.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0006224370240187463,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13258,202312,17685810B90918579754309,ADM1,Ardabil,Ardabil,Iran,IRN,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.000241038531731001,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13259,202312,17685810B98247647047819,ADM1,Razavi Khorasan,Razavi Khorasan,Iran,IRN,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0001686056314280897,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
13260,202312,17685810B99097995033086,ADM1,Khuzestan,Khuzestan,Iran,IRN,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.002334161584218056,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
31392,202405,68408151B13555465262434,ADM1,Beyrouth,Beirut,Lebanon,LBN,18.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0006590509666080844,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
31393,202405,68408151B17317068268844,ADM1,Liban-Sud,South,Lebanon,LBN,228.0,8.0,0.0,210.0,10.0,0.0,0.0,24.0,21.0,0.0048829023672876185,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
31394,202405,68408151B19672163648714,ADM1,Baalbek-Hermel,Baalbek-Hermel,Lebanon,LBN,10.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,,0.0003372112628561794,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
31395,202405,68408151B46493486830483,ADM1,Nabatîyé,Al Nabatieh,Lebanon,LBN,416.0,1.0,0.0,403.0,9.0,1.0,2.0,42.0,21.0,0.009136380999226989,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
31396,202405,68408151B59549752014872,ADM1,Béqaa,Bekaa,Lebanon,LBN,8.0,3.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.00021641920250270149,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
31397,202405,68408151B65529488220063,ADM1,Liban-Nord,North,Lebanon,LBN,10.0,6.0,1.0,0.0,2.0,0.0,1.0,1.0,,0.00029774310724706724,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
31398,202405,68408151B78911970066467,ADM1,Mont-Liban,Mount Lebanon,Lebanon,LBN,9.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,,0.00030375645482466504,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
