CF-ID,RAH-Adm0-IsoAbbr,RAH-Adm0-Name,AdminLevel,Date-StartForecastInterval,Date-EndForecastInterval,Duration-ForecastInterval_Months,CF-Indicator-Name,CF-Indicator-Value,CF-Indicator-Type,CF-Indicator-Direction,CF-Indicator-Descr,eCF-AbsErrorAdmin0,eCF-AbsErrorAdmin0_Desc,eCF-RelErrorAdmin0,eCF-RelErrorAdmin0_Desc,eCF-AbsErrorGlobal,eCF-AbsErrorGlobal_Desc,eCF-RelErrorGlobal,eCF-RelErrorGlobal_Desc,eCF-KendallTauRank,eCF-KendallTauRank_Desc,eCF-KendallTauRankpVal,eCF-KendallTauRankpVal_Desc,Source,CreatedOn,CreatedBy
4156,LBN,Lebanon,Admin0,202409,202508,12,AggregRank-12m,0.8745445638529132,Risk score [0-1],higher=more violence,"Aggregate conflict forecast rank, calculated for each country i as the mean of the normalized ranks of CAST, VIEWS, and CF-B [mean(rank_normalized(CAST_total_events_i), rank_normalized(VIEWS_fatalities_i), rank_normalized(BSE_conflictintensity_i))] per forecast time-interval  [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.3654916512059369,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",8.321317191442309e-08,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
4157,LBN,Lebanon,Admin0,202409,202411,3,AggregMetric-3m,0.07969628045129566,Risk score [0-1],higher=more violence,"Aggregate conflict forecast metric, calculated for each country i as the mean of normalized CAST, VIEWS, and CF-B values [mean(norm(CAST_totalevents_im), norm(VIEWS_fatalities_im), rank_norm(BSE_im))] per forecast time-interval [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
4158,LBN,Lebanon,Admin0,202409,202502,6,AggregMetric-6m,0.11616570809798359,Risk score [0-1],higher=more violence,"Aggregate conflict forecast metric, calculated for each country i as the mean of normalized CAST, VIEWS, and CF-B values [mean(norm(CAST_totalevents_im), norm(VIEWS_fatalities_im), rank_norm(BSE_im))] per forecast time-interval [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
4159,LBN,Lebanon,Admin0,202409,202508,12,AggregMetric-12m,0.00982066344087128,Risk score [0-1],higher=more violence,"Aggregate conflict forecast metric, calculated for each country i as the mean of normalized CAST, VIEWS, and CF-B values [mean(norm(CAST_totalevents_im), norm(VIEWS_fatalities_im), rank_norm(BSE_im))] per forecast time-interval [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
3616,ISR,Israel,Admin0,202409,202411,3,ACLED-BASE-3m,1112.5,Number of Events [0-N],higher=more violence,"ACLED naive Base-Model, calculated as a function of the average number of conflict events reported in ACLED over the last 6 months [average recent conflict events per month x number of months in forecasting time-window].",224.5,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,0.19071615767661312,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",104.73978012679049,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.6871495096607023,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.7906709380175515,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",6.247741624581924e-28,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://acleddata.com/data-export-tool/,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
3617,ISR,Israel,Admin0,202409,202502,6,ACLED-BASE-6m,2225.0,Number of Events [0-N],higher=more violence,"ACLED naive Base-Model, calculated as a function of the average number of conflict events reported in ACLED over the last 6 months [average recent conflict events per month x number of months in forecasting time-window].",509.5,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,0.22970648726963253,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",241.77204587581093,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.8172573614278098,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.7712694723642333,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",7.616301200327334e-27,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://acleddata.com/data-export-tool/,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
3618,ISR,Israel,Admin0,202409,202508,12,ACLED-BASE-12m,4450.0,Number of Events [0-N],higher=more violence,"ACLED naive Base-Model, calculated as a function of the average number of conflict events reported in ACLED over the last 6 months [average recent conflict events per month x number of months in forecasting time-window].",2031.0,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,0.4571235651586766,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",691.1265060240963,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.5527265369335602,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.7381632311971053,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",1.692139989584827e-27,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://acleddata.com/data-export-tool/,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
3619,ISR,Israel,Admin0,202409,202411,3,UCDP-BASE-3m,6027.0,Number of Fatalities [0-N],higher=more violence,"UCDP naive Base-Model, calculated as a function of the average number of fatalities reported in UCDP over the last 6 months [average recent fatalities per month x number of months in forecasting time-window].",7322.625,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,0.8357293966525015,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",325.83805773238316,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",1.5306122466419896,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.735054361305591,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",5.296438055131913e-10,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://ucdp.uu.se/downloads/,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
3620,ISR,Israel,Admin0,202409,202502,6,UCDP-BASE-6m,12054.0,Number of Fatalities [0-N],higher=more violence,"UCDP naive Base-Model, calculated as a function of the average number of fatalities reported in UCDP over the last 6 months [average recent fatalities per month x number of months in forecasting time-window].",20825.5,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,1.2870113695602057,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",682.6539215686274,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",1.3221838306615272,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.7290926944704665,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",2.1123724995941274e-10,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://ucdp.uu.se/downloads/,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
3621,ISR,Israel,Admin0,202409,202508,12,UCDP-BASE-12m,24108.0,Number of Fatalities [0-N],higher=more violence,"UCDP naive Base-Model, calculated as a function of the average number of fatalities reported in UCDP over the last 6 months [average recent fatalities per month x number of months in forecasting time-window].",35785.0,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,0.9959920955217234,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",1596.025641025641,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.8458764164286763,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.7159402657329617,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",1.6509073073109158e-10,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://ucdp.uu.se/downloads/,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
3622,ISR,Israel,Admin0,202409,202411,3,ConfInt-BASE-3m,0.09544024190667603,Conflict intensity score [0-1],higher=more violence,"Aggregate ACLED + UCDP base-Model, obtained as the mean [connflict intensity] over the last 6 months, where the conflict intensity per country i and month m is calculated by combining ACLED and UCDP as (ACLED_im/ACLED_Tot_m + UCDP_im/UCDP_Tot_m)/2. Note this is an experimental metric to test aggregation of ACLED and UCDP for obtaining more comprehensive/alternative conflict representations that take into account both leading conflict data providers and may be useful in certain cases - please only use with care.",,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://acleddata.com/data-export-tool/_https://ucdp.uu.se/downloads/,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
3623,ISR,Israel,Admin0,202409,202502,6,ConfInt-BASE-6m,0.09544024190667603,Conflict intensity score [0-1],higher=more violence,"Aggregate ACLED + UCDP base-Model, obtained as the mean [connflict intensity] over the last 6 months, where the conflict intensity per country i and month m is calculated by combining ACLED and UCDP as (ACLED_im/ACLED_Tot_m + UCDP_im/UCDP_Tot_m)/2. Note this is an experimental metric to test aggregation of ACLED and UCDP for obtaining more comprehensive/alternative conflict representations that take into account both leading conflict data providers and may be useful in certain cases - please only use with care.",,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://acleddata.com/data-export-tool/_https://ucdp.uu.se/downloads/,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
3624,ISR,Israel,Admin0,202409,202508,12,ConfInt-BASE-12m,0.09544024190667603,Conflict intensity score [0-1],higher=more violence,"Aggregate ACLED + UCDP base-Model, obtained as the mean [connflict intensity] over the last 6 months, where the conflict intensity per country i and month m is calculated by combining ACLED and UCDP as (ACLED_im/ACLED_Tot_m + UCDP_im/UCDP_Tot_m)/2. Note this is an experimental metric to test aggregation of ACLED and UCDP for obtaining more comprehensive/alternative conflict representations that take into account both leading conflict data providers and may be useful in certain cases - please only use with care.",,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://acleddata.com/data-export-tool/_https://ucdp.uu.se/downloads/,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
3625,ISR,Israel,Admin0,202409,202411,3,CAST-Total_events-3m,839.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted total number of political violence events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: total_forecast).",658.75,absolute forecast error per country [abs(actual-prediction)] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.,0.5879954938257903,"relative forecast error per country [abs(actual-prediction)/actual, for actual>0] computed from previous conflict and conflict forecast data covering the last year as test-period. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year. ",446.8682795698925,"absolute forecast error global average last year [abs(actual-prediction)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.6879545253733211,"relative forecast error global average last year [abs(actual-prediction)/actual, for actual>0], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",0.4713011858957914,"association of actual vs predicted ranking of top 100 at risk countries [kendall tau statistic; values from 1 (close agreement) to -1 (strong disagreement)], computed from previous conflict and conflict forecast data covering the last year as test-interval. Error estimate per forecasting time-interval computed as the average of all errors obtained for time-intervals of similar length during the test-year.",7.566816297532119e-08,p-value for kendall tau statistic; null-hypothesis: no association between actual and predicted country ranking. P-value per forecasting time-interval computed as the average of all p-values obtained for time-intervals of similar length during the test-year.,https://api.acleddata.com/cast/,20240917,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin0_Forecasts_and_ErrorEstimates
