ID,Date,CountryName,CountryIso,ACLED_TotalEvents,ACLED_Protests,ACLED_Riots,ACLED_ErV,ACLED_StrDev,ACLED_VaC,ACLED_Battles,ACLED_Fatalities,UCDP_Fatalities,ConflictIntensity,Description,CreatedBy,CreatedOn
1689,202408,Lebanon,LBN,816.0,8.0,3.0,751.0,51.0,1.0,2.0,73.0,,0.02751272800836171,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1475,202402,Israel,ISR,322.0,132.0,19.0,92.0,25.0,2.0,52.0,4.0,1239.0,0.08229113382080934,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1474,202401,Israel,ISR,309.0,85.0,4.0,97.0,63.0,1.0,59.0,4.0,1384.0,0.12139799996763011,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1469,202308,Israel,ISR,201.0,174.0,9.0,0.0,13.0,3.0,2.0,4.0,12.0,0.004529114005719764,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1470,202309,Israel,ISR,179.0,155.0,12.0,6.0,4.0,2.0,0.0,1.0,9.0,0.003954644427159604,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1471,202310,Israel,ISR,672.0,30.0,4.0,289.0,204.0,42.0,103.0,1467.0,9944.0,0.252242955338945,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1472,202311,Israel,ISR,360.0,55.0,3.0,172.0,122.0,2.0,6.0,12.0,6211.0,0.20045820248591512,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1473,202312,Israel,ISR,376.0,44.0,0.0,161.0,126.0,0.0,45.0,4.0,7097.0,0.2677986166502386,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1476,202403,Israel,ISR,332.0,130.0,20.0,80.0,30.0,3.0,69.0,6.0,2926.0,0.17435382948729258,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1477,202404,Israel,ISR,306.0,95.0,14.0,101.0,40.0,10.0,46.0,4.0,1733.0,0.09592185806734814,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1478,202405,Israel,ISR,399.0,148.0,25.0,161.0,35.0,9.0,21.0,10.0,1328.0,0.08362029070639697,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1479,202406,Israel,ISR,368.0,150.0,16.0,134.0,56.0,4.0,8.0,1.0,1973.0,0.10323481131504104,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1480,202407,Israel,ISR,436.0,166.0,15.0,194.0,48.0,6.0,7.0,9.0,2085.0,0.1025634957423955,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1481,202408,Israel,ISR,384.0,113.0,15.0,204.0,40.0,6.0,6.0,9.0,,0.012947166121581982,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1521,202308,Jordan,JOR,10.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0003764209892343597,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1522,202309,Jordan,JOR,12.0,9.0,3.0,0.0,0.0,0.0,0.0,1.0,,0.00045026453041161683,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1523,202310,Jordan,JOR,156.0,150.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.00464368637256653,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1524,202311,Jordan,JOR,81.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0027327935222672063,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1525,202312,Jordan,JOR,67.0,60.0,0.0,0.0,0.0,0.0,7.0,5.0,,0.002444898554955481,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1526,202401,Jordan,JOR,51.0,50.0,0.0,1.0,0.0,0.0,0.0,3.0,,0.0017271157167530224,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1527,202402,Jordan,JOR,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.001177856301531213,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1528,202403,Jordan,JOR,63.0,58.0,2.0,0.0,2.0,0.0,1.0,0.0,,0.0020925366193908393,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1529,202404,Jordan,JOR,35.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0012907984510418587,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1530,202405,Jordan,JOR,28.0,26.0,1.0,0.0,0.0,0.0,1.0,2.0,,0.0008934839491990554,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1531,202406,Jordan,JOR,17.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.00062241423497968,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1532,202407,Jordan,JOR,17.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,,0.000585298674470649,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1533,202408,Jordan,JOR,20.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0006743315688323948,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1438,202404,"Iran, Islamic Republic of",IRN,634.0,606.0,1.0,2.0,10.0,10.0,5.0,50.0,41.0,0.01382680760870605,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
2859,202408,Syria,SYR,1212.0,120.0,4.0,520.0,149.0,174.0,245.0,375.0,,0.04086449307124313,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1430,202308,"Iran, Islamic Republic of",IRN,335.0,308.0,12.0,0.0,8.0,2.0,5.0,11.0,5.0,0.006615919512973212,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1431,202309,"Iran, Islamic Republic of",IRN,314.0,197.0,12.0,1.0,94.0,1.0,9.0,17.0,2.0,0.00602349904425709,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1432,202310,"Iran, Islamic Republic of",IRN,607.0,585.0,11.0,0.0,9.0,0.0,2.0,12.0,,0.018068702744537715,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1433,202311,"Iran, Islamic Republic of",IRN,590.0,562.0,6.0,2.0,11.0,5.0,4.0,15.0,1.0,0.009984063477132028,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1434,202312,"Iran, Islamic Republic of",IRN,351.0,326.0,5.0,2.0,11.0,4.0,3.0,29.0,14.0,0.006918918304211731,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1435,202401,"Iran, Islamic Republic of",IRN,441.0,395.0,2.0,8.0,19.0,7.0,10.0,141.0,95.0,0.015441047920541183,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1436,202402,"Iran, Islamic Republic of",IRN,257.0,232.0,1.0,4.0,15.0,3.0,2.0,13.0,2.0,0.004328624348875481,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1437,202403,"Iran, Islamic Republic of",IRN,240.0,216.0,4.0,1.0,8.0,4.0,7.0,14.0,2.0,0.004101190845936663,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1439,202405,"Iran, Islamic Republic of",IRN,221.0,208.0,1.0,0.0,6.0,4.0,2.0,6.0,,0.007052141170463973,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
2457,202308,Occupied Palestinian territory,PSE,547.0,58.0,255.0,14.0,97.0,36.0,87.0,23.0,,0.020590228111119477,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1440,202406,"Iran, Islamic Republic of",IRN,145.0,133.0,0.0,1.0,5.0,3.0,3.0,7.0,4.0,0.002850050937645229,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1441,202407,"Iran, Islamic Republic of",IRN,246.0,233.0,3.0,1.0,4.0,2.0,3.0,9.0,2.0,0.004325990695289675,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
1442,202408,"Iran, Islamic Republic of",IRN,356.0,346.0,2.0,0.0,4.0,1.0,3.0,3.0,,0.01200310192521663,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
2458,202309,Occupied Palestinian territory,PSE,578.0,41.0,292.0,35.0,76.0,42.0,92.0,21.0,,0.021687741548159542,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
2459,202310,Occupied Palestinian territory,PSE,2697.0,174.0,857.0,931.0,263.0,230.0,242.0,9049.0,,0.08028219324879443,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
2460,202311,Occupied Palestinian territory,PSE,2319.0,70.0,494.0,1032.0,187.0,172.0,364.0,6316.0,,0.07823886639676113,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
2461,202312,Occupied Palestinian territory,PSE,2269.0,44.0,357.0,1200.0,134.0,111.0,423.0,6988.0,,0.08279813165961174,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
2462,202401,Occupied Palestinian territory,PSE,2048.0,34.0,282.0,1097.0,156.0,112.0,367.0,5088.0,,0.06935554878255275,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin0,2024-09-15
